armor,classs,displayid,flags2,id,level,name,reqlevel,slot,slotbak,subclass,firstseenpatch,avgbuyout,dmgrange,dura,sellprice,popularity,contentPhase,bop,sta,str,itemset,commondrop,agi,int,spi,buyprice,def,frores,reqclass,classes,manargn,arcres,firres,natres,shares,maxcount,splheal,side,parrypct,splpwr,mlecritstrkpct,rgdcritstrkpct,mlehitpct,rgdhitpct,atkpwr,rgdatkpwr,arcsplpwr,splcritstrkpct,splpen,splhitpct,shasplpwr,dodgepct,reqfaction,reqrep,blockamount,blockpct,natsplpwr,healthrgn,cooldown,reqskill,reqskillrank,frosplpwr,firsplpwr,reqspell,speed,c,c2,n,t,ti,sourcemore,icon,s,sheathtype,dmg,q,holsplpwr,z
63,4,27005,8192,15495,15,6Bloodspattered Wristbands,10,9,9,3, 0,1000,1.00,25,220,8,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,4,26993,8192,15499,18,6Outrunner's Cuffs,13,9,9,3, 0,700,1.00,25,307,8,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,4,12456,8192,6574,22,6Defender Bracers,17,9,9,3, 0,3499,1.00,30,568,8,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,4,25779,8192,3212,26,6Lambent Scale Bracers,21,9,9,3, 0,2200,1.00,35,929,8,,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,4,25797,8192,6591,27,6Battleforge Wristguards,22,9,9,3, 0,2150,1.00,35,1007,8,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,4,26032,8192,7416,31,6Phalanx Bracers,26,9,9,3, 0,5000,1.00,35,1442,8,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,4,27066,8192,15556,32,6Pillager's Bracers,27,9,9,3, 0,4500,1.00,35,1697,8,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,4,27788,8192,9896,39,6Jazeraint Bracers,34,9,9,3, 0,5826,1.00,35,2913,8,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,4,25931,8192,9927,42,6Brigade Bracers,37,9,9,3, 0,7574,1.00,35,3927,8,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,4,26073,8192,6426,43,6Blackforge Bracers,38,9,9,3, 0,5200,1.00,35,4162,8,,0,8,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,4,26181,8192,9956,46,6Warmonger's Bracers,41,9,9,3, 0,9000,1.00,35,5130,8,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,4,27286,8192,15649,51,6Merciless Bracers,46,9,9,3, 0,,1.00,35,7808,8,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,4,27307,8192,15679,61,6Triumphant Bracers,56,9,9,3, 0,,1.00,35,13108,8,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,4,35557,8192,23092,63,5Wristguards of Undead Slaying,58,9,9,3, 0,,1.00,40,16476,8,6,0,10,,535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,4,6904,8192,2396,10,7Light Mail Bracers,5,9,9,3, 0,,1.00,20,43,9,,0,,,,,,,,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,4,26945,8192,3303,12,7Brackwater Bracers,7,9,9,3, 0,17,1.00,20,70,9,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,4,27058,8192,15566,35,6Marauder's Bracers,30,9,9,3, 0,5532,1.00,35,2178,9,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,4,27895,8192,15590,37,6Steadfast Bracelets,32,9,9,3, 0,6500,1.00,35,2674,9,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,4,6904,8192,3810,38,8Double Mail Bracers,33,9,9,3, 0,,1.00,35,1145,9,,0,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,4,26155,8192,10191,51,6Crusader's Armguards,46,9,9,3, 0,15065,1.00,35,7777,9,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,4,6904,8192,1740,16,8Laced Mail Bracers,11,9,9,3, 0,644,1.00,25,97,10,,0,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,4,25776,8192,9785,17,6Raider's Bracers,12,9,9,3, 0,1200,1.00,25,268,10,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,4,23532,8192,2867,23,6Rough Bronze Bracers,18,9,9,3, 0,,1.00,30,629,10,,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,4,6904,8192,1756,28,8Reinforced Chain Bracers,23,9,9,3, 0,,1.00,35,438,10,,0,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,4,27017,8192,15545,30,6Thick Scale Bracelets,25,9,9,3, 0,2588,1.00,35,1348,10,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,4,27048,8192,14759,34,6Enduring Bracers,29,9,9,3, 0,8900,1.00,35,2009,10,,0,5,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,4,25818,8192,7493,40,6Captain's Bracers,35,9,9,3, 0,5900,1.00,35,3268,10,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,4,6953,8192,2402,10,7Light Chain Bracers,5,9,9,3, 0,,1.00,20,43,11,,0,,,,,,,,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,4,26952,8192,15482,11,7War Torn Bands,6,9,9,3, 0,,1.00,20,54,11,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,4,27154,8192,14788,49,6Protector Armguards,44,9,9,3, 0,9999,1.00,35,6408,11,,0,11,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,4,27136,8192,14810,59,6Warstrike Armsplints,54,9,9,3, 0,,1.00,35,11669,11,,0,,,,,,3,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,4,22685,8192,9760,12,7Cadet Bracers,7,9,9,3, 0,,1.00,20,73,12,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,4,26982,8192,14723,17,6War Paint Bindings,12,9,9,3, 0,585,1.00,25,290,12,,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,4,19725,8192,10076,49,6Lord's Armguards,44,9,9,3, 0,10000,1.00,35,6571,12,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,4,25720,8192,15077,51,6Heavy Scorpid Bracers,46,9,9,3, 0,7800,1.00,35,7615,12,,0,8,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,4,6948,8192,3994,58,8Laminated Scale Bracers,53,9,9,3, 0,,1.00,35,4404,12,,0,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,4,22674,8192,3214,9,7Warrior's Bracers,4,9,9,3, 0,329,1.00,20,33,13,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,4,6904,8192,1732,14,8Worn Mail Bracers,9,9,9,3, 0,,1.00,20,73,13,,0,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,4,6973,8192,2150,27,7Polished Scale Bracers,22,9,9,3, 0,,1.00,35,586,13,,0,,,,,,,,2930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,4,25861,8192,7461,36,6Knight's Bracers,31,9,9,3, 0,4600,1.00,35,2429,13,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,4,24793,8192,15517,25,6Spiked Chain Wristbands,20,9,9,3, 0,2900,1.00,30,850,14,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,4,6966,8192,2853,7,7Copper Bracers,2,9,9,3, 0,175,1.00,20,17,15,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,4,27091,8192,14770,40,6Ravager's Armguards,35,9,9,3, 0,10000,1.00,35,3172,15,,0,,7,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,4,27296,8192,15659,55,6Impenetrable Bindings,50,9,9,3, 0,31376,1.00,35,9508,15,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,4,26122,8192,10156,60,6Mercurial Bracers,55,9,9,3, 0,20000,1.00,35,12794,15,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,4,25786,8192,9865,34,6Renegade Bracers,29,9,9,3, 0,4000,1.00,35,1942,16,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,4,27128,8192,15620,47,6Gryphon Mail Bracelets,42,9,9,3, 0,9000,1.00,35,5564,16,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,4,6855,8192,2427,50,7Brigandine Bracers,45,9,9,3, 0,,1.00,35,4029,16,,0,,,,,,,,20146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,4,26265,8192,10229,56,6Engraved Bracers,51,9,9,3, 0,21900,1.00,35,10331,16,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,4,36435,8192,22665,80,4Icy Scale Bracers,60,9,9,3, 0,,1.00,50,50516,16,6,0,17,,,,,,,,,20,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,4,27038,8192,15535,29,6Wicked Chain Bracers,24,9,9,3, 0,2500,1.00,35,1270,17,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,4,13617,8192,1846,17,7Chainmail Bracers,12,9,9,3, 0,,1.00,25,176,18,,0,,,,,,,,880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,4,25766,8192,3211,19,6Burnished Bracers,14,9,9,3, 0,1850,1.00,30,373,18,,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,4,6904,8192,1748,22,8Linked Chain Bracers,17,9,9,3, 0,,1.00,30,232,18,,0,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,4,6821,8192,2421,37,7Augmented Chain Bracers,32,9,9,3, 0,,1.00,35,1590,18,,0,,,,,,,,7952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,4,26103,8192,8125,48,6Myrmidon's Bracers,43,9,9,3, 0,9900,1.00,35,6367,18,,0,,,,,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,4,6985,8192,1852,22,7Scalemail Bracers,17,9,9,3, 0,,1.00,30,336,20,,0,,,,,,,,1684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,4,26313,8192,8302,58,6Hero's Bracers,53,9,9,3, 0,20000,1.00,35,11060,21,,0,,,,true,4,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,4,32871,8192,20476,62,5Sandstalker Bracers,57,9,9,3, 0,,1.00,40,16401,21,5,0,7,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,4,27007,8192,14743,22,6Hulking Bands,17,9,9,3, 0,1000,1.00,30,583,22,,0,3,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,4,6966,8192,4002,48,8Overlinked Chain Bracers,43,9,9,3, 0,,1.00,35,2463,22,,0,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,4,27314,8192,15668,58,6Magnificent Bracers,53,9,9,3, 0,12500,1.00,35,11697,22,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,4,26239,8192,10265,62,6Masterwork Bracers,57,9,9,3, 0,30000,1.00,35,13904,22,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,4,28711,8192,10632,49,5Slimescale Bracers,44,9,9,3, 0,49800,1.00,40,7624,24,,0,4,,,,,4,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,4,26289,8192,10126,54,6Ornate Bracers,49,9,9,3, 0,10000,1.00,35,8865,26,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,4,27193,8192,14807,53,6Bloodlust Bracelets,48,9,9,3, 0,,1.00,35,8211,28,,0,,,,,11,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,4,25772,8192,9811,24,6Fortified Bracers,19,9,9,3, 0,2000,1.00,30,725,34,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,4,25851,8192,2854,19,7Runed Copper Bracers,14,9,9,3, 0,499,1.00,30,225,38,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,4,16516,8192,8205,44,6Tough Scorpid Bracers,39,9,9,3, 0,12000,1.00,35,4346,40,,0,,,,,7,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,4,6977,8192,4438,30,5Pugilist Bracers,25,9,9,3, 0,19999,1.00,40,1692,47,,0,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,4,32875,8192,20481,62,5Spitfire Bracers,57,9,9,3, 0,,1.00,40,17139,59,5,0,,,,,9,9,,,,,,,4,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,4,6985,8192,7924,43,6Mithril Scale Bracers,38,9,9,3, 0,7950,1.00,35,4103,84,,0,6,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,4,28436,8192,13199,41,5Crushridge Bindings,36,9,9,3, 0,22222,1.00,40,4398,113,,0,11,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,4,31160,8192,18711,50,5Arena Bands,45,9,9,3, 0,40000,1.00,40,8700,150,1,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,4,30848,8192,18508,62,5Swift Flight Bracers,57,9,9,3, 0,,1.00,40,17194,153,2,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,4,31831,8192,16840,66,4Earthfury Bracers,60,9,9,3, 0,2990000,1.00,50,25879,200,,0,10,,207,,,17,11,,,,64,64,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,4,31411,8192,16671,57,5Bindings of Elements,52,9,9,3, 0,30000,1.00,40,12586,206,,0,7,,187,,,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,4,28382,8192,10333,36,6Scarlet Wristguards,31,9,9,3, 0,5000,1.00,35,2314,281,,0,8,,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,4,28668,8192,13135,59,5Lordly Armguards,54,9,9,3, 0,70000,1.00,40,14001,374,,0,8,7,,,7,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,4,32021,8192,16850,66,4Giantstalker's Bracers,60,9,9,3, 0,,1.00,50,27564,408,,0,11,,206,,20,6,5,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,4,16506,8192,8198,42,6Turtle Scale Bracers,37,9,9,3, 0,8500,1.00,35,4013,417,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,4,30643,8192,18296,56,5Marksman Bands,51,9,9,3, 0,39000,1.00,40,12322,437,2,0,6,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,4,31405,8192,16681,57,5Beaststalker's Bindings,52,9,9,3, 0,79500,1.00,40,13055,642,,0,7,,186,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,4,9417,8192,3835,33,7Green Iron Bracers,28,9,9,3, 0,1000,1.00,35,1106,1004,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,4,28596,8192,13012,27,5Yorgen Bracers,22,9,9,3, 0,15000,1.00,40,1241,1523,,0,3,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,4,9634,8192,6040,37,7Golden Scale Bracers,32,9,9,3, 0,6999,1.00,35,1649,1606,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,4,23533,8192,2868,25,6Patterned Bronze Bracers,20,9,9,3, 0,2900,1.00,30,807,2470,,0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,4,28130,8192,15400,14,7Clamshell Bracers,11,9,9,3, 0,,1.00,20,109,4},,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,4,12783,8192,6665,26,6Hexed Bracers,20,9,9,3, 0,,1.00,35,895,4,,1,4,,,,2,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,4,27277,8192,16517,60,5Legionnaire's Chain Bracers,55,9,9,3, 0,,1.00,40,7131,4,2,1,,5,,,17,,,,,,4,4,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,4,31248,8192,18448,63,5Sergeant Major's Chain Armguards,58,9,9,3, 0,,1.00,40,8801,4,2,1,17,,,,,7,,44007,,,4,4,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,4,33902,8192,21502,71,5Sand Reaver Wristguards,60,9,9,3, 0,,1.00,40,24409,4,5,1,11,,,,16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,4,9644,8192,11849,5,7Rustmetal Bracers,2,9,9,3, 0,,1.00,18,7,5,,1,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,4,31248,8192,18449,50,5Sergeant Major's Chain Armguards,45,9,9,3, 0,,1.00,40,4301,5,2,1,14,,,,,6,,21507,,,4,4,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,4,32089,8192,19583,55,4Windtalker's Wristguards,50,9,9,3, 0,,1.00,50,14452,5,3,1,7,,,,,6,6,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,4,30362,8192,16570,65,4General's Chain Wristguards,60,9,9,3, 0,,1.00,50,13073,5,2,1,10,,,,20,7,,,,,4,4,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,4,9644,8192,6061,8,7Graystone Bracers,4,9,9,3, 0,,1.00,20,23,6,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,4,6934,8192,6177,12,7Ironwrought Bracers,7,9,9,3, 0,,1.00,20,69,6,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,4,27217,8192,16402,60,5Knight-Captain's Chain Armguards,55,9,9,3, 0,,1.00,40,7823,6,2,1,,5,,,17,,,,,,4,4,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,4,12804,8192,6675,27,6Tempered Bracers,20,9,9,3, 0,,1.00,35,1048,7,,1,5,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,4,28275,8192,15459,28,6Grimtoll Wristguards,24,9,9,3, 0,,1.00,35,1142,7,,1,2,5,,,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,4,27277,8192,18432,50,5First Sergeant's Mail Wristguards,45,9,9,3, 0,,1.00,40,4348,7,2,1,14,,,,,6,,21742,,,68,68,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,4,6852,8192,1182,10,7Brass-studded Bracers,6,9,9,3, 0,,1.00,20,44,8,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,4,30362,8192,16576,65,4General's Mail Bracers,60,9,9,3, 0,,1.00,50,12420,8,2,1,19,,,,,10,10,,,,64,64,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,4,30324,8192,16461,65,4Marshal's Chain Bracers,60,9,9,3, 0,,1.00,50,12326,8,2,1,10,,,,20,7,,,,,4,4,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,4,6915,8192,4969,10,7Fortified Bindings,6,9,9,3, 0,,1.00,20,42,9,,1,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,4,27277,8192,16532,63,5First Sergeant's Mail Wristguards,58,9,9,3, 0,,1.00,40,8960,9,2,1,17,,,,,7,,44802,,,68,68,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,4,35753,8192,22471,88,4Earthshatter Wristguards,60,9,9,3, 0,,1.00,50,80127,10,6,1,17,,527,,,18,,,,,,,4,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,4,12935,8192,6722,30,6Beastial Manacles,20,9,9,3, 0,,1.00,35,1331,11,,1,6,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,4,24180,8192,13528,62,6Twilight Void Bracers,57,9,9,3, 0,,1.00,35,13198,13,,1,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,4,28156,8192,10358,36,6Duracin Bracers,30,9,9,3, 0,,1.00,35,2421,14,,1,3,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,4,26475,8192,15796,59,6Seaspray Bracers,52,9,9,3, 0,,1.00,35,12063,15,,1,12,,,,,4,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,4,9378,8192,5943,25,6Rift Bracers,20,9,9,3, 0,,1.00,30,840,16,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,4,23729,8192,16794,38,6Gripsteel Wristguards,32,9,9,3, 0,,1.00,35,2705,16,,1,5,5,,,3,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,4,32749,8192,19830,61,4Zandalar Augur's Bracers,,9,9,3, 0,,1.00,50,,17,4,1,12,,476,,,11,,,,,64,64,4,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,4,7005,8192,4745,40,6War Rider Bracers,30,9,9,3, 0,,1.00,35,3230,18,,1,8,,,,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,4,28806,8192,19833,61,4Zandalar Predator's Bracers,58,9,9,3, 0,,1.00,50,,18,4,1,10,,477,,,10,,,,,4,4,4,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
